npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_mi,nppes_credentials,nppes_provider_gender,nppes_entity_code,nppes_provider_street1,nppes_provider_street2,nppes_provider_city,nppes_provider_zip,nppes_provider_state,nppes_provider_country,provider_type,medicare_participation_indicator,place_of_service,hcpcs_code,hcpcs_description,hcpcs_drug_indicator,line_srvc_cnt,bene_unique_cnt,bene_day_srvc_cnt,average_medicare_allowed_amt,average_submitted_chrg_amt,average_medicare_payment_amt,average_medicare_standard_amt
1932333820,STEWMAN,CHANEY,G,M.D.,F,I,4755 OGLETOWN STANTON RD,,NEWARK,197180001,DE,US,Physical Medicine and Rehabilitation,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,12,12,12,176.24,355.3333333,127.325,119.395
1992779136,ALU-PARKS,NICOLE,M,DO,F,I,30668 SUSSEX HWY,,LAUREL,199564421,DE,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,569,284,569,110.656116,182.8347979,75.06585237,75.71279438
1992818421,EVANS,THOMAS,K,M.D.,M,I,4735 OGLETOWN STANTON RD,MEDICAL ARTS PAVILION 2 SUITE 1208,NEWARK,197132072,DE,US,Vascular Surgery,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,172,172,172,111.53,209,82.02162791,80.50418605
1306841010,SMITH,STEWERT,G,MD,M,I,2710 CENTERVILLE RD,STE 102,WILMINGTON,198081644,DE,US,Ophthalmology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,45,45,45,111.53,319,77.70044444,75.77822222
1629153127,TOCKER,ALLAN,S,O.D.,M,I,5151 W WOODMILL DR STE 19,,WILMINGTON,198084067,DE,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,137,76,137,68.55,140,48.49437956,52.37759124
1629477153,ABERNETHY,KATHERINE,M,NP-C,F,I,2000 FOULK ROAD,SUITE F,WILMINGTON,19810,DE,US,Nurse Practitioner,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,13,13,13,64.17,90,44.07769231,47.21846154
1780868950,GRAVELIN,LAURA,M,MD,F,I,200 BANNING ST,,DOVER,199043485,DE,US,Cardiovascular Disease (Cardiology),Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,17,15,17,77.31,152,55.05117647,57.05235294
1245667401,STEEN,LAUREL,A,PA-C,F,I,34434 KING STREET ROW,SUITE 2,LEWES,199584787,DE,US,Physician Assistant,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,25,25,25,63.88,106,42.4056,41.33
1386682904,TROISI,ERNEST,,DPM,M,I,2600 GLASGOW AVE,STE 107,NEWARK,197024777,DE,US,Podiatry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,513,313,513,72.17,112.9551657,50.97397661,52.58339181
1801858840,ZHU,YING,,MD,F,I,1941 LIMESTONE RD,SUITE211,WILMINGTON,198085408,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,279,191,279,75.14,120,45.67129032,45.1811828
1316013329,NIXON,DAVID,W,M.D.,M,I,1059 S BRADFORD ST,,DOVER,199044141,DE,US,Psychiatry,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,628,206,628,106.27,150,72.465,76.77444268
1447472469,SCHULZE,SCOTT,M,MD,M,I,"701 SAVANNAH ROAD, SUITE B",,LEWES,19958,DE,US,Hand Surgery,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,281,281,281,111.53,220,77.13932384,75.81302491
1568596039,DEUTSCH,JOSEPH,M,M.D.,M,I,501 W 14TH ST,ADULT MEDICINE OFFICE,WILMINGTON,198011013,DE,US,Internal Medicine,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,67,63,67,52.63,92.80597015,36.32,36.10626866
1487695987,TEIXIDO,MICHAEL,T,M.D.,M,I,1941 LIMESTONE RD,SUITE 210,WILMINGTON,198085400,DE,US,Otolaryngology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,554,438,554,110.65,181,76.45306859,75.10501805
1760640684,SHAO,LEON,Z,MD,M,I,252 CHAPMAN ROAD,SUITE 150,NEWARK,197021094,DE,US,Cardiovascular Disease (Cardiology),Y,F,99219,Hospital observation care typically 50 minutes,N,15,15,15,139.58,329.2466667,87.544,85.776
1457583759,LATONA,LORI,M,CRNP,F,I,26744 JOHN J WILLIAMS HWY,SUITE 7,MILLSBORO,199664667,DE,US,Nurse Practitioner,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,294,217,294,63.88,128.1044218,40.87244898,39.88965986
1619039260,JENAB-WOLCOTT,JENIA,,M.D.,F,I,4701 OGLETOWN STANTON RD,SUITE 2400,NEWARK,197132055,DE,US,Hematology-Oncology,Y,F,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,28,28,28,114.39,461.4285714,81.56535714,79.86607143
1720089287,DAHR,GEORGES,A,MD,M,I,32711 LONG NECK RD,,MILLSBORO,199666678,DE,US,Cardiovascular Disease (Cardiology),Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,215,215,215,168.6955349,239,115.5654419,112.5244651
1568511939,TRAN,NHU,L,MD,F,I,38394 DUPONT BLVD,SUITE H,SELBYVILLE,19975,DE,US,Internal Medicine,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,27,26,27,149.03,369,94.16555556,91.6162963
1891794186,KELLY,BONNIE,L,M.D.,F,I,722 YORKLYN RD,SUITE 400,HOCKESSIN,197078718,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,221,161,221,75.14,111.1266968,46.66746606,45.75429864
1568464816,DIPRETORO,RAYMOND,A,DPM,M,I,774 CHRISTIANA RD,STE 105,NEWARK,197134236,DE,US,Podiatry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,741,422,741,71.10950068,150,49.97755736,51.39473684
1316106636,HOSSACK,JARED,B,M.D.,M,I,537 STANTON CHRISTIANA RD,SUITE 203,NEWARK,197132146,DE,US,Gastroenterology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,39,39,39,170.04,278.0323077,123.5533333,121.6810256
1457583759,LATONA,LORI,M,CRNP,F,I,26744 JOHN J WILLIAMS HWY,SUITE 7,MILLSBORO,199664667,DE,US,Nurse Practitioner,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,11,11,11,144.3,290.9090909,102.8454546,100.6454546
1356310189,JARRELL,TWIFFORD,N,M.D.,M,I,725 S QUEEN ST,,DOVER,199043568,DE,US,Internal Medicine,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,31,27,31,20.57,32,15.08935484,14.70580645
1780974329,MARU,POONAM,H,DO,F,I,501 W 14TH ST,WILMINGTON HOSPITAL,WILMINGTON,198011013,DE,US,Internal Medicine,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,51,47,51,52.63,92,31.72490196,31.05843137
1417996935,O'BRIEN,MATTHEW,M,M.D.,M,I,1401 FOULK RD,STE 202,WILMINGTON,198032763,DE,US,Family Practice,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,20,18,20,43.88,57,32.68,32.528
1922082577,GIDDINS,DANIELLE,L,MD,F,I,30265 COMMERCE DR UNIT 206,,MILLSBORO,199663595,DE,US,Family Practice,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,29,29,29,176.55,213,173.02,169.13
1891868832,MCCROSSAN,MARY,,MD,F,I,701 CLAYTON ST.,,WILMINGTON,19805,DE,US,Family Practice,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,12,12,12,170.04,351,113.1291667,110.0591667
1386682904,TROISI,ERNEST,,DPM,M,I,2600 GLASGOW AVE,STE 107,NEWARK,197024777,DE,US,Podiatry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,146,110,146,43,68.30821918,30.02952055,30.66116438
1891718185,AVIADO,DOMINGO,G,MD,M,I,18 SOUTH DUPONT HWY,,MILFORD,19963,DE,US,Family Practice,Y,O,G0402,"Initial preventive physical examination; face-to-face visit, services limited to new beneficiary during the first 12 months of medicare enrollment",N,13,13,13,187.66,370,183.91,164.21
1700884061,DAMOUR,JAMES,E,M.D.,M,I,4512 KIRKWOOD HWY,SUITE 300,WILMINGTON,198085123,DE,US,Internal Medicine,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,69,69,69,134.23,260.3333333,75.07231884,73.37405797
1326034893,MALHOTRA,ARUN,V,M.D.,M,I,"701 NORTH CLAYTON STREET,",SUITE 401 ST. FRANCIS MEDICAL SERVICES BUILDING,WILMINGTON,198053165,DE,US,Nephrology,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,17,15,17,52.63,85,41.26,40.41
1447427471,DATTANI,SEEMA,B,M.D.,F,I,205 W 14TH ST,,WILMINGTON,198011114,DE,US,Family Practice,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,14,13,14,51.58,93.28571429,36.40428571,38.24642857
1528227402,MANI,GRACEKUTTY,,NP,F,I,1710 FAULKLAND ROAD,,WILMINGTON,19805,DE,US,Nurse Practitioner,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,14,14,14,92.9,109,38.27285714,38.10642857
1538151741,FEDALEN,PAUL,A,MD,M,I,540 S GOVERNORS AVE,SUITE 101A,DOVER,199043530,DE,US,Cardiac Surgery,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,60,57,60,80.75,356.5,62.276,60.99616667
1487632204,MENALDINO,STEPHEN,,MD,M,I,200 HYGEIA DR,,NEWARK,197132049,DE,US,Internal Medicine,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,259,181,259,52.63,92.92664093,35.9034749,35.40992278
1992783716,OTTO,JOHN,,OD,M,I,200 HYGEIA DR,,NEWARK,197132049,DE,US,Optometry,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,15,12,15,51.58,97,35.03933333,35.022
1346380953,MORRIS-MCMULLEN,MILLICENT,M,"CRNP, FNP",F,I,156 S STATE ST,,DOVER,199017314,DE,US,Nurse Practitioner,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,26,12,26,63.87,75,50.08,48.92
1124026562,MAYA,HECTOR,J,MD,M,I,8 N FRONT ST,,GEORGETOWN,199471414,DE,US,General Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,340,84,340,73.64,150,47.60826471,48.20208824
1316106636,HOSSACK,JARED,B,M.D.,M,I,537 STANTON CHRISTIANA RD,SUITE 203,NEWARK,197132146,DE,US,Gastroenterology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,65,60,65,75.14,116.3587692,49.75723077,49.906
1558341461,STEINHARDT,JOAN,E,PAC,F,I,3105 LIMESTONE RD,SUITE 301,WILMINGTON,198082147,DE,US,Physician Assistant,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,27,12,27,17.48,50,9.640740741,9.401481482
1790751741,LEWIS,RONALD,L,M.D.,M,I,252 CHAPMAN RD,SUITE 150,NEWARK,19702,DE,US,Cardiovascular Disease (Cardiology),Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,21,21,21,114.39,238.5738095,80.41190476,78.58285714
1467553982,PALERMO,FRANCIS,A,M.D.,M,I,620 STANTON-CHRISTIANA ROAD,SUITE 301,NEWARK,19713,DE,US,Cardiovascular Disease (Cardiology),Y,F,99204,"New patient office or other outpatient visit, typically 45 minutes",N,33,33,33,133.79,200,104.89,103.02
1417900754,SHEEHAN,MELISSA,G,DO,F,I,405 SILVERSIDE RD,SUITE 111,WILMINGTON,198091774,DE,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,673,239,673,110.65,166.8766716,73.69046062,72.45001486
1487655866,HIGGINS,CLARA,M,DO,F,I,110 ANGLERS RD,UNIT 104 SAFE HARBOR,LEWES,199581105,DE,US,General Surgery,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,32,30,32,42.6840625,95.625,30.63875,31.425
1750329322,PALEKAR,BHASKAR,S,M.D.,M,I,1526 SAVANNAH RD,,LEWES,199581683,DE,US,Internal Medicine,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,12,12,12,170.04,336.5,128.5266667,125.4575
1164420360,PALANDJIAN,ROBERT,K,D.O.,M,I,405 SILVERSIDE RD,SUITE 111,WILMINGTON,198091774,DE,US,Family Practice,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,22,22,22,111.53,165.7727273,72.91136364,71.08954546
1215902275,KRAMER,HAROLD,P,MD,M,I,2600 GLASGOW AVENUE,SUITE 100,NEWARK,197024773,DE,US,Family Practice,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,272,272,272,77.04,108,53.60136029,53.01683824
1164440392,CERASOLI,MARCO,J,PA-C,M,I,2600 GLASGOW AVENUE,SUITE 100,NEWARK,197024773,DE,US,Physician Assistant,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,21,21,21,38.06,96.42857143,28.41904762,27.72380952
1780998658,SADASIVUNI,RAJESH,K,M.D.,M,I,1074 S STATE ST,,DOVER,199016925,DE,US,Neurology,Y,F,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,36,34,36,114.39,239,89.68,87.85
1821133257,COLETTI,CHRISTIAN,,M.D.,M,I,CHRISTIANA HOSPITAL C/O ACADEMIC AFFAIRS,"SUITE 2A00CHRISTIANA HOSPITAL,",NEWARK,197180001,DE,US,Emergency Medicine,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,49,46,49,52.63,92,36.2077551,35.46183674
1982945275,DEMERCHANT,CHERIE,L,NP-C,F,I,1601 KIRKWOOD HWY,,WILMINGTON,198054917,DE,US,Nurse Practitioner,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,18,18,18,70.54222222,166,42.93777778,41.90222222
1780868950,GRAVELIN,LAURA,M,MD,F,I,200 BANNING ST,,DOVER,199043485,DE,US,Cardiovascular Disease (Cardiology),Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,62,54,62,140.37,268,102.0746774,107.3469355
1669479531,DIMEO,FREDERICK,,P.A.,M,I,655 S BAY RD STE 1F,SUITE 201,DOVER,199014615,DE,US,Physician Assistant,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,388,248,388,63.87,151.8737113,47.68646907,46.83175258
1508916909,EGAN,WILLIAM,C,M.D.,M,I,4735 OGLETOWN STANTON RD STE 3301,,NEWARK,197137021,DE,US,General Surgery,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,14,12,14,51.58,106.3457143,40.43,40.41
1528048709,KUMAR,BRIJENDRA,,MD,M,I,111 CONTINENTAL DR,SUITE 406,NEWARK,197134306,DE,US,Internal Medicine,Y,F,99217,Hospital observation care discharge,N,27,27,27,74.97,177.7777778,57.10037037,55.86037037
1558463299,DESANCTIS,ARMAND,N,MD,M,I,2101 FOULK RD,,WILMINGTON,19810,DE,US,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,3117,830,3117,73.64,96,48.98470966,49.10420597
1891727566,QURESHI,EHTASHAM,A,M.D.,M,I,34453 KING STREET ROW,SUITE 2,LEWES,199584787,DE,US,Cardiovascular Disease (Cardiology),Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,269,234,269,75.14,150,50.4830855,49.43825279
1174968226,FARINA,AMANDA,M,"MSN, FNP-BC",F,I,4735 OGLETOWN STANTON RD,"MEDICAL ARTS PAVILION 2, SUITE 3302",NEWARK,197132072,DE,US,Nurse Practitioner,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,152,113,152,92.17,245.0328947,68.98842105,69.12006579
1457367088,NARASIMAIAH,RAJSHEKAR,,M.D.,M,I,33188 COASTAL HWY,UNIT 4,BETHANY BEACH,199303779,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,197,153,197,75.14,125,44.90203046,44.13984772
1366481350,GALINAT,BRIAN,J,MD,M,I,1941 LIMESTONE ROAD,SUITE 101,WILMINGTON,19808,DE,US,Orthopedic Surgery,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,464,308,464,108.44,543.5474138,73.99273707,76.17049569
1891723581,BANBURY,MICHAEL,K,MD,M,I,4755 OGLETOWN STANTON RD,SUITE 1E50,NEWARK,19718,DE,US,Cardiac Surgery,Y,F,99202,"New patient office or other outpatient visit, typically 20 minutes",N,20,20,20,51.93,143.22,40.71,39.86
1245365790,SAMUELSON,JOSHUA,C,D.O.,M,I,1401 FOULK RD,,WILMINGTON,198032763,DE,US,Family Practice,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,131,97,131,25.13,33.64122137,17.25564886,17.59541985
1235143561,SHARMAN,DARYL,,MD,M,I,20251 JOHN J WILLIAMS HIGHWAY,,LEWES,199584314,DE,US,Family Practice,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,12,12,12,20.57,40,13.44166667,13.1
1790730646,BOVELSKY,MARSHALL,S,M.D.,M,I,200 BANNING ST,SUITE 320,DOVER,199043485,DE,US,Obstetrics & Gynecology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,27,22,27,44.78,75,33.8,32.97185185
1679553580,SOWA,DAVID,T,MD,M,I,4745 OGLETOWN STANTON RD,SUITE 225,NEWARK,197132067,DE,US,Hand Surgery,Y,O,99201,"New patient office or other outpatient visit, typically 10 minutes",N,16,16,16,45.17,106,30.9925,30.21375
1871552752,GRIFFIN,KRISTINE,M,M.D.,F,I,32427 LIGHTHOUSE RD,,SELBYVILLE,199753408,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,258,190,258,75.14,100,52.91984496,51.80751938
1255372140,LUFT,JAY,D,MD,M,I,2300 PENNSYLVANIA AVE,,WILMINGTON,198061392,DE,US,Otolaryngology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,255,255,255,111.53,145,79.64811765,78.3185098
1598018723,COX,ALEXANDRA,C,PA-C,F,I,200 BANNING ST STE 200,,DOVER,199043487,DE,US,Physician Assistant,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,28,28,28,135.75,230,103.4539286,107.7339286
1437479292,ROMAK,LINDSAY,B,M.D.,F,I,4701 OGLETOWN STANTON RD,,NEWARK,197132055,DE,US,Radiation Oncology,Y,F,99205,"New patient office or other outpatient visit, typically 60 minutes",N,28,28,28,174.6575,320,136.9346429,133.89
1275723793,GUNASEKARAN,MADHUMATHI,,MD,F,I,4735 OGLETOWN-STANTON ROAD,"HEALTHCARE CENTER AT MAP 2, SUITE 1250",NEWARK,197132074,DE,US,Family Practice,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,429,295,429,51.58,92.41958042,34.84522145,35.42398601
1295937365,ELDRIDGE,JUSTIN,P,M.D.,M,I,404 FOX HUNT DR,,BEAR,197012538,DE,US,Internal Medicine,Y,F,99203,"New patient office or other outpatient visit, typically 30 minutes",N,16,16,16,79.42,148,41.931875,40.996875
1508915356,RISHELL,GRACE,J,NP,F,I,1151 WALKER RD,,DOVER,199046600,DE,US,Nurse Practitioner,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,39,37,39,92.17,125,65.51564103,67.12358974
1700853603,FUREY,ANTHONY,B,D.O.,M,I,3105 LIMESTONE RD,SUITE 200,WILMINGTON,198082147,DE,US,Cardiovascular Disease (Cardiology),Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,441,291,441,149.08,310.1519274,108.4307937,106.6946939
1528047545,ZACK,ANGELE,,FNP,F,I,424 SAVANNAH RD,,LEWES,199581462,DE,US,Nurse Practitioner,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,14,14,14,142.3564286,334.5,106.9435714,106.0385714
1831322056,CARLINO,STEPHANIE,R,PA-C,F,I,200 HYGEIA DR,,NEWARK,197132049,DE,US,Physician Assistant,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,77,77,77,44.14,99.71844156,31.90961039,31.20805195
1295969616,TOUSSAINT,BRIAN,W,MD,M,I,1700 WAWASET ST,SUITE 200,WILMINGTON,198062142,DE,US,Ophthalmology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,201,200,201,166.64,191.5920398,128.4969154,128.0969652
1396964128,BENSON,DANIELLA,D,"PA,C.",F,I,537 STANTON CHRISTIANA RD,SUITE 107,NEWARK,197132146,DE,US,Physician Assistant,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,78,70,78,63.87,88,41.75653846,40.77512821
1851388953,SEHGAL,SHALINI,G,M.D.,F,I,34434 KING STREET ROW,SUITE 4,LEWES,199584787,DE,US,Nephrology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,64,60,64,75.14,85,51.80875,51.30890625
1629058540,RAISIS,LEONIDAS,W,MD,M,I,4745 OGLETOWN STANTON RD,SUITE 225,NEWARK,197132067,DE,US,Orthopedic Surgery,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,328,328,328,111.53,184,76.9225,75.76606707
1740256692,NARUN,LAWRENCE,G,M.D.,M,I,3521 SILVERSIDE RD,QUILLEN BLDG 1-C,WILMINGTON,198104900,DE,US,Cardiovascular Disease (Cardiology),Y,F,99217,Hospital observation care discharge,N,14,14,14,74.97,176.28,58.78,57.54
1598727018,ALICEA,ANGEL,E,M.D.,M,I,200 FEDERAL ST,,SEAFORD,199735764,DE,US,Cardiovascular Disease (Cardiology),Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,20,20,20,146.1,260,110.283,115.678
1275625998,DEARWORTH,JAMES,R,MD,M,I,167 WEST MAIN ST,,NEWARK,19711,DE,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,156,45,156,91.48948718,96.58974359,53.84269231,67.40544872
1194720581,ESCHBACH,LEO,H,DO,M,I,1535 SAVANNAH RD,,LEWES,199581611,DE,US,Obstetrics & Gynecology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,155,97,155,75.14,110,51.76896774,50.52316129
1720089287,DAHR,GEORGES,A,MD,M,I,32711 LONG NECK RD,,MILLSBORO,199666678,DE,US,Cardiovascular Disease (Cardiology),Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,1389,166,1389,20.57,30,14.77607631,14.39855292
1770559650,GOLDENBERG,EDWARD,M,M.D.,M,I,252 CHAPMAN ROAD,SUITE 150,NEWARK,19702,DE,US,Cardiovascular Disease (Cardiology),Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,23,22,23,29.58391304,66.9826087,23.19086957,22.41869565
1194896928,STOLAR,IRENA,O,M.D.,F,I,320 CHRISTIANA MEDICAL CENTER,,NEWARK,197021653,DE,US,Cardiovascular Disease (Cardiology),Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,158,11,158,20.57,39.87341772,15.12613924,14.73943038
1245235365,KORNFIELD CHADWELL,ELIZABETH,,MD,F,I,100 RAWLINS DRIVE,,SEAFORD,199739999,DE,US,Urology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,487,331,487,75.14,123,53.76,52.71848049
1205836079,WOLFGANG,MARIE,C,M.D.,F,I,1 CEDAR AVE,,SEAFORD,199733300,DE,US,Internal Medicine,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,14,14,14,119.88,150,117.48,114.74
1821153065,WIMMER,NEIL,J,MD,M,I,252 CHAPMAN RD,SUITE 150,NEWARK,197025436,DE,US,Cardiovascular Disease (Cardiology),Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,12,12,12,79.42,180.03,59.225,57.86666667
1396055265,DAVIS,RHONDA,H,"NP-C, RD",F,I,230 MITCHELL ST,SUITE B,MILLSBORO,199669402,DE,US,Nurse Practitioner,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,66,66,66,101.9,126.4,99.86,97.53
1457356586,CASSCELLS,CHRISTOPHER,D,MD,M,I,2600 GLASGOW AVE.,SUITE 104,NEWARK,197025703,DE,US,Orthopedic Surgery,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,42,42,42,149.08,200,111.9695238,109.4019048
1346532017,FACCIOLO,GINA,M,D. O.,F,I,726 YORKLYN ROAD,SUITE 100,HOCKESSIN,197078745,DE,US,Family Practice,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,32,32,32,119.88,238,117.48,114.74
1598768806,MANIFOLD,STEPHEN,G,M.D.,M,I,720 S QUEEN ST,,DOVER,199043567,DE,US,Orthopedic Surgery,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,494,393,494,110.65,173,81.62374494,80.50062753
1639143514,ZERN,JEFFRY,,MD,M,I,4735 OGLETOWN-STANTON ROAD,SUITE 1204,NEWARK,19713,DE,US,General Surgery,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,36,35,36,80.75,169.1316667,62.50416667,62.46083333
1962463398,AYOOLA,EPHRAIM,A,M.D.,M,I,200 BANNING ST,SUITE #300,DOVER,199043485,DE,US,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,269,58,269,72.17,110,56.4304461,57.38048327
1275546483,MILLER,CHRISTIE,L,MD,F,I,200 BANNING ST,SUITE 320,DOVER,199043485,DE,US,Obstetrics & Gynecology,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,17,17,17,149.08,270,109.9952941,107.52
1629058540,RAISIS,LEONIDAS,W,MD,M,I,4745 OGLETOWN STANTON RD,SUITE 225,NEWARK,197132067,DE,US,Orthopedic Surgery,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,1266,900,1266,75.14,136,54.59796209,53.62947077
1619039260,JENAB-WOLCOTT,JENIA,,M.D.,F,I,4701 OGLETOWN STANTON RD,SUITE 2400,NEWARK,197132055,DE,US,Hematology-Oncology,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",N,19,17,19,20.57,65,14.89894737,14.51052632
1841358462,THOMPSON,CAREN,L,M.D.,F,I,2100 BAYNARD BLVD,,WILMINGTON,198023900,DE,US,Pediatric Medicine,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,17,17,17,111.61,175,109.38,114.74
1861409518,PATRICK,AMY,M,MD,F,I,537 STANTON CHRISTIANA RD,SUITE 203 MID ATLANTIC GI CONSULTANTS,NEWARK,19713,DE,US,Gastroenterology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,99,91,99,75.14,116.3850505,54.49292929,53.61444444
1871577288,EDMONDSON,GUY,M,M.D.,M,I,310 MULLET RUN,,MILFORD,199635371,DE,US,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,659,385,659,75.14,110,44.85335357,44.2538695
1508845132,DEDHIA,LAXMICHAND,,M.D.,M,I,114 SANDHILL DR,STE 101,MIDDLETOWN,197095805,DE,US,Family Practice,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,32,32,32,109.3,225,81.208125,80.859375
1205836079,WOLFGANG,MARIE,C,M.D.,F,I,1 CEDAR AVE,,SEAFORD,199733300,DE,US,Internal Medicine,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,16,16,16,170.04,200,119.719375,116.65
